#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_45412500	chr1	0	45412500	28739770	26346293	0.02977653312	FALSE	-0.125448531416
chr1_start_45412500_end_60550000	chr1	45412500	60550000	9465154	10411596	0.927623412585	TRUE	0.137493353028
chr1_start_60550000_end_75687500	chr1	60550000	75687500	9412566	8627985	0.0290182962817	FALSE	-0.125564407524
chr1_start_75687500_end_90825000	chr1	75687500	90825000	9406987	10337395	0.957960814153	TRUE	0.136068059872
chr1_start_90825000_end_121100000	chr1	90825000	121100000	19233652	17645324	0.0283641469693	FALSE	-0.124346800337
chr1_start_128000000_end_167749906	chr1	128000000	167749906	17686585	16239133	0.0356724323818	FALSE	-0.123180903569
chr1_start_167749906_end_175699887	chr1	167749906	175699887	4934295	6321177	0.994187173028	TRUE	0.357349241843
chr1_start_175699887_end_199549830	chr1	175699887	199549830	14874822	13635229	0.0274869109948	FALSE	-0.125533474339
chr1_start_199549830_end_231349755	chr1	199549830	231349755	19920108	25489513	0.977211911955	TRUE	0.355678340416
chr1_start_231349755_end_247249717	chr1	231349755	247249717	9951604	9128125	0.0299667874396	FALSE	-0.124610530111
