#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_6263793	chr1	0	6263793	3817465	3149853	0.0464722483537	FALSE	-0.277330428622
chr1_start_6263793_end_14615517	chr1	6263793	14615517	5522407	4564066	0.0363664741689	FALSE	-0.274977563817
chr1_start_14615517_end_33406896	chr1	14615517	33406896	11891355	12762420	0.276793416949	TRUE	0.101988800601
chr1_start_33406896_end_37582758	chr1	33406896	37582758	2603974	2790373	0.284025787966	TRUE	0.099742941954
chr1_start_37582758_end_54286206	chr1	37582758	54286206	10474985	11239256	0.273107374789	TRUE	0.10159835927
chr1_start_54286206_end_68901723	chr1	54286206	68901723	9091244	9768423	0.280540385168	TRUE	0.103647955359
chr1_start_68901723_end_81429309	chr1	68901723	81429309	7780795	8358274	0.282396379228	TRUE	0.1032874841
chr1_start_81429309_end_100220688	chr1	81429309	100220688	11682004	12527504	0.289376425258	TRUE	0.100811214535
chr1_start_100220688_end_114836205	chr1	100220688	114836205	9345563	10037608	0.272921108742	TRUE	0.10306202731
chr1_start_114836205_end_121099998	chr1	114836205	121099998	4041474	4337907	0.231139983236	UNCERTAIN	0.102117557126
chr1_start_128000000_end_144261325	chr1	128000000	144261325	2047057	2195858	0.139475185396	FALSE	0.101233487752
chr1_start_144261325_end_146971545	chr1	144261325	146971545	2300996	2472583	0.200653594771	UNCERTAIN	0.103760474764
chr1_start_146971545_end_152391986	chr1	146971545	152391986	3663730	3929249	0.21273830156	UNCERTAIN	0.100940408177
chr1_start_152391986_end_160522648	chr1	152391986	160522648	5178834	5565187	0.263048016701	TRUE	0.103802849738
chr1_start_160522648_end_163232868	chr1	160522648	163232868	1684952	1807138	0.280519480519	TRUE	0.100999186867
chr1_start_163232868_end_187624855	chr1	163232868	187624855	15163865	16279511	0.280691439323	TRUE	0.102419847197
chr1_start_187624855_end_206596401	chr1	187624855	206596401	11919824	12801084	0.271464275213	TRUE	0.102903049183
chr1_start_206596401_end_212016842	chr1	206596401	212016842	3373596	3620230	0.28313253012	TRUE	0.101794141183
chr1_start_212016842_end_225567946	chr1	212016842	225567946	8447565	6974997	0.0410032261422	FALSE	-0.276342949857
chr1_start_225567946_end_247249713	chr1	225567946	247249713	13589276	7894287	0.771966645868	TRUE	-0.78358772019
