#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_37261538	chr1	0	37261538	23639310	34183538	0.0178492503315	FALSE	0.532113798058
chr1_start_37261538_end_55892307	chr1	37261538	55892307	11675887	16915204	0.00844607804802	FALSE	0.534788422841
chr1_start_55892307_end_74523076	chr1	55892307	74523076	11582258	8837874	0.995831039094	TRUE	-0.390145270871
chr1_start_74523076_end_102469229	chr1	74523076	102469229	17375583	13262520	0.0427036940005	FALSE	-0.389706458412
chr1_start_102469229_end_121099998	chr1	102469229	121099998	11989019	5220592	0.96638859642	TRUE	-1.19942829662
chr1_start_128000000_end_147874953	chr1	128000000	147874953	5059445	7141612	0.234234234234	UNCERTAIN	0.497270619221
chr1_start_147874953_end_174374890	chr1	147874953	174374890	16746781	24240772	0.00996988264617	FALSE	0.533551832213
chr1_start_174374890_end_207499811	chr1	174374890	207499811	20718598	15831383	0.974302246426	TRUE	-0.388139088951
chr1_start_207499811_end_227374764	chr1	207499811	227374764	12410081	9485688	0.0473439481471	FALSE	-0.387688210221
chr1_start_227374764_end_247249717	chr1	227374764	247249717	12433573	5270866	0.967672413793	TRUE	-1.23812901874
