#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_51598_end_71155359	chr1	51598	71155359	44769764	44365404	0.947823777179	TRUE	-0.0130896072047
chr1_start_71155496_end_72981640	chr1	71155496	72981640	1133131	1457579	0.999116607774	TRUE	0.363259419692
chr1_start_72981677_end_118821760	chr1	72981677	118821760	28753604	28500250	0.984197138315	TRUE	-0.0127682215132
chr1_start_118821952_end_119247524	chr1	118821952	119247524	259686	334522	0.99649122807	TRUE	0.365332854917
chr1_start_119248025_end_120293407	chr1	119248025	120293407	659406	653382	0.925880923451	TRUE	-0.0132403037285
chr1_start_120293407_end_121100000	chr1	120293407	121100000	640377	635727	0.0404290429043	FALSE	-0.0105141299336
chr1_start_128000000_end_188338626	chr1	128000000	188338626	30484917	30207032	0.0277329254129	FALSE	-0.013211179392
chr1_start_188338626_end_188870762	chr1	188338626	188870762	331152	623570	0.970326409496	TRUE	0.913057950091
chr1_start_188870762_end_222321150	chr1	188870762	222321150	20940313	20739520	0.0229947416743	FALSE	-0.0139005022598
chr1_start_222321150_end_223560451	chr1	222321150	223560451	771180	1450214	0.978971962617	TRUE	0.911126264514
chr1_start_223560451_end_247249719	chr1	223560451	247249719	14855807	14719844	0.0232789807581	FALSE	-0.0132645957763
