#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_7729787	chr1	0	7729787	4733271	3769324	0.0482958887361	FALSE	-0.328531714747
chr1_start_7729787_end_18036169	chr1	7729787	18036169	6845486	5439845	0.0495072198029	FALSE	-0.331587425559
chr1_start_18036169_end_20612764	chr1	18036169	20612764	1612733	1729919	0.380130597015	TRUE	0.101196878814
chr1_start_20612764_end_33495742	chr1	20612764	33495742	8096037	8681597	0.359401172529	TRUE	0.100744570835
chr1_start_33495742_end_36072337	chr1	33495742	36072337	1603940	1718921	0.346470588235	TRUE	0.0998830667913
chr1_start_36072337_end_56685102	chr1	36072337	56685102	12914333	13855779	0.346610169492	TRUE	0.101514691334
chr1_start_56685102_end_66991484	chr1	56685102	66991484	6410760	6880002	0.372397628567	TRUE	0.101913584845
chr1_start_66991484_end_90180845	chr1	66991484	90180845	14410613	15464442	0.361793495422	TRUE	0.10182307161
chr1_start_90180845_end_95334036	chr1	90180845	95334036	3206279	3439854	0.358736598088	TRUE	0.101447363368
chr1_start_95334036_end_121099993	chr1	95334036	121099993	16420287	17620390	0.345862613717	TRUE	0.101766513122
chr1_start_128000000_end_142392207	chr1	128000000	142392207	579042	623065	0.283360790774	TRUE	0.105714681479
chr1_start_142392207_end_148560295	chr1	142392207	148560295	5028948	5389078	0.173040318394	UNCERTAIN	0.0997818322085
chr1_start_148560295_end_158840443	chr1	148560295	158840443	6451838	6921206	0.362375968465	TRUE	0.101313231038
chr1_start_158840443_end_173232650	chr1	158840443	173232650	9035598	9702741	0.338525541796	TRUE	0.102772276949
chr1_start_173232650_end_185568827	chr1	173232650	185568827	7673091	8236791	0.372093023256	TRUE	0.102274517471
chr1_start_185568827_end_199961034	chr1	185568827	199961034	8989233	9644232	0.362478286045	TRUE	0.101468332535
chr1_start_199961034_end_220521330	chr1	199961034	220521330	12874714	13815593	0.361176234175	TRUE	0.101757103079
chr1_start_220521330_end_222577359	chr1	220521330	222577359	1275633	1354533	0.358219669777	TRUE	0.0865822168295
chr1_start_222577359_end_226689418	chr1	222577359	226689418	2578110	2050218	0.0310580204778	FALSE	-0.330536500483
chr1_start_226689418_end_247249714	chr1	226689418	247249714	12887556	6687898	0.898201438849	TRUE	-0.946353946978
