#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_9315384	chr1	0	9315384	5724906	4887073	0.0387079900615	FALSE	-0.228281350287
chr1_start_9315384_end_27946153	chr1	9315384	27946153	12129042	12889606	0.896118275368	TRUE	0.0877425599689
chr1_start_27946153_end_65207691	chr1	27946153	65207691	23255400	19808246	0.0351850415083	FALSE	-0.231464618165
chr1_start_65207691_end_102469229	chr1	65207691	102469229	23161886	24640967	0.991399468907	TRUE	0.0893061414169
chr1_start_102469229_end_121099998	chr1	102469229	121099998	11983262	10227787	0.0359397044628	FALSE	-0.228526660983
chr1_start_128000000_end_163073446	chr1	128000000	163073446	14781704	12610979	0.0408693197855	FALSE	-0.229132312016
chr1_start_163073446_end_191132203	chr1	163073446	191132203	17446817	22266810	0.996166036193	TRUE	0.351931033823
chr1_start_191132203_end_198146892	chr1	191132203	198146892	4405383	3748907	0.0327410660811	FALSE	-0.232797414394
chr1_start_198146892_end_226205649	chr1	198146892	226205649	17558034	22337728	0.979722729291	TRUE	0.347351141714
chr1_start_226205649_end_247249717	chr1	226205649	247249717	13181195	11243003	0.03125	FALSE	-0.229453740133
