#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_51598_end_71155359	chr1	51598	71155359	44774305	44633615	0.204838709677	UNCERTAIN	-0.00454037926019
chr1_start_71155496_end_72981640	chr1	71155496	72981640	1133424	1242732	0.389937106918	TRUE	0.132827550495
chr1_start_72981677_end_118821760	chr1	72981677	118821760	28768456	28684512	0.209706697239	UNCERTAIN	-0.00421581975332
chr1_start_118821952_end_119247524	chr1	118821952	119247524	260738	285068	0.428070175439	TRUE	0.128705243379
chr1_start_119248025_end_120293407	chr1	119248025	120293407	659737	657934	0.223990208078	UNCERTAIN	-0.00394814909356
chr1_start_120293407_end_121100000	chr1	120293407	121100000	641810	640008	0.0456081081081	FALSE	-0.0040563296448
chr1_start_128000000_end_188338626	chr1	128000000	188338626	30473139	30395952	0.0265895626045	FALSE	-0.00365891325073
chr1_start_188338626_end_188870762	chr1	188338626	188870762	332042	430039	0.202279202279	UNCERTAIN	0.373101763324
chr1_start_188870762_end_222321150	chr1	188870762	222321150	20937964	20872869	0.0234069137859	FALSE	-0.00449224771797
chr1_start_222321150_end_223560451	chr1	222321150	223560451	770770	1000561	0.275943396226	TRUE	0.376436799886
chr1_start_223560451_end_247249719	chr1	223560451	247249719	14851415	14806353	0.0241788082929	FALSE	-0.0043840638284
