#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_34600000	chr1	0	34600000	21973809	18195863	0.926533265911	TRUE	-0.272174494666
chr1_start_34600000_end_43250000	chr1	34600000	43250000	5415890	7465697	0.0093085106383	FALSE	0.463078519943
chr1_start_43250000_end_51900000	chr1	43250000	51900000	5428517	4497664	0.938888888889	TRUE	-0.271382238434
chr1_start_51900000_end_86500000	chr1	51900000	86500000	21517946	29654583	0.00809834295444	FALSE	0.462714713174
chr1_start_86500000_end_121100000	chr1	86500000	121100000	21918073	18239484	0.95003932282	TRUE	-0.265056048718
chr1_start_128000000_end_143899962	chr1	128000000	143899962	1724974	1578909	0.45479930192	TRUE	-0.127646592509
chr1_start_143899962_end_159799924	chr1	143899962	159799924	10970113	14938919	0.0493182003756	FALSE	0.44549736997
chr1_start_159799924_end_199549830	chr1	159799924	199549830	24811966	20556655	0.973878336481	TRUE	-0.271430526277
chr1_start_199549830_end_215449792	chr1	199549830	215449792	9976363	13699332	0.0182515991471	FALSE	0.457519681779
chr1_start_215449792_end_247249717	chr1	215449792	247249717	19894257	16479583	0.967069729948	TRUE	-0.271672282068
