#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_21528888	chr1	0	21528888	13773210	12168541	0.0350378787879	FALSE	-0.178708634567
chr1_start_21528888_end_34984443	chr1	21528888	34984443	8446870	7468119	0.0330312185297	FALSE	-0.177671931438
chr1_start_34984443_end_45748887	chr1	34984443	45748887	6733621	7148295	0.13087431694	FALSE	0.0862166518285
chr1_start_45748887_end_69968887	chr1	45748887	69968887	15118190	16024668	0.137491815963	FALSE	0.0840090416661
chr1_start_69968887_end_83424442	chr1	69968887	83424442	8364977	8872622	0.138706140351	FALSE	0.0849989332212
chr1_start_83424442_end_88806664	chr1	83424442	88806664	3340063	3542194	0.130724174654	FALSE	0.0847679132775
chr1_start_88806664_end_107644441	chr1	88806664	107644441	11850262	12571789	0.134861241035	FALSE	0.0852710074898
chr1_start_107644441_end_110335552	chr1	107644441	110335552	1798395	1906094	0.141693811075	FALSE	0.0839093386314
chr1_start_110335552_end_113026663	chr1	110335552	113026663	1673746	1777955	0.135783563042	FALSE	0.087138202321
chr1_start_113026663_end_121099996	chr1	113026663	121099996	5162874	5477638	0.118787276342	FALSE	0.0853795364413
chr1_start_128000000_end_151849943	chr1	128000000	151849943	7675218	8137624	0.104586369481	FALSE	0.084399893956
chr1_start_151849943_end_173049893	chr1	151849943	173049893	13310394	14120487	0.134227748691	FALSE	0.0852365694333
chr1_start_173049893_end_178349880	chr1	173049893	178349880	3291669	3495583	0.141093969144	FALSE	0.0867138209732
chr1_start_178349880_end_180999873	chr1	178349880	180999873	1649879	1750809	0.133437175493	FALSE	0.0856614822995
chr1_start_180999873_end_183649866	chr1	180999873	183649866	1647178	1745784	0.142857142857	FALSE	0.0838786038676
chr1_start_183649866_end_199549828	chr1	183649866	199549828	9929940	10527283	0.133959943781	FALSE	0.0842762317384
chr1_start_199549828_end_218099784	chr1	199549828	218099784	11619257	12327493	0.131427304965	FALSE	0.0853616158877
chr1_start_218099784_end_220749777	chr1	218099784	220749777	1656849	1756526	0.152725310308	FALSE	0.0842828055421
chr1_start_220749777_end_226049764	chr1	220749777	226049764	3303097	2919925	0.0271855010661	FALSE	-0.17788802387
chr1_start_226049764_end_247249714	chr1	226049764	247249714	13286001	9411573	0.353648710866	TRUE	-0.497399155561
