#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_46576923	chr1	0	46576923	29466363	27684263	0.165001963975	UNCERTAIN	-0.0900028857297
chr1_start_46576923_end_74523076	chr1	46576923	74523076	17429735	19253942	0.0174779569051	FALSE	0.143603214494
chr1_start_74523076_end_93153845	chr1	74523076	93153845	11573933	10875434	0.166214014123	UNCERTAIN	-0.0898062227176
chr1_start_93153845_end_102469229	chr1	93153845	102469229	5797872	6404747	0.0143426294821	FALSE	0.143618099146
chr1_start_102469229_end_121099998	chr1	102469229	121099998	11986811	11265974	0.157319250223	FALSE	-0.0894758445509
chr1_start_128000000_end_156392790	chr1	128000000	156392790	10525678	9898912	0.137777417787	FALSE	-0.0885712950387
chr1_start_156392790_end_184785580	chr1	156392790	184785580	17742996	19598055	0.0160690373456	FALSE	0.143460844835
chr1_start_184785580_end_196142696	chr1	184785580	196142696	7102003	6666797	0.164092664093	UNCERTAIN	-0.091232171198
chr1_start_196142696_end_218856928	chr1	196142696	218856928	14220271	15685378	0.0195910371005	FALSE	0.141471337837
chr1_start_218856928_end_247249718	chr1	218856928	247249718	17780641	16697370	0.163864794778	UNCERTAIN	-0.0906864529665
