#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_6727777	chr1	0	6727777	4109186	3821118	0.0331935709294	FALSE	-0.104857824496
chr1_start_6727777_end_22425925	chr1	6727777	22425925	10238091	9516561	0.0298281474752	FALSE	-0.105434508652
chr1_start_22425925_end_35881480	chr1	22425925	35881480	8418301	8608178	0.0467377666248	FALSE	0.0321788154795
chr1_start_35881480_end_53822220	chr1	35881480	53822220	11248763	11489950	0.047982099942	FALSE	0.0306061595384
chr1_start_53822220_end_69520368	chr1	53822220	69520368	9759849	9978810	0.049380499192	FALSE	0.0320089533152
chr1_start_69520368_end_76248145	chr1	69520368	76248145	4178628	4270544	0.048231511254	FALSE	0.0313905288977
chr1_start_76248145_end_89703700	chr1	76248145	89703700	8368376	8550031	0.0494684770024	FALSE	0.0309819759553
chr1_start_89703700_end_107644440	chr1	89703700	107644440	11290404	11534510	0.0510794297352	FALSE	0.0308596074715
chr1_start_107644440_end_114372217	chr1	107644440	114372217	4306991	4395835	0.0530434782609	FALSE	0.0294569260893
chr1_start_114372217_end_121099994	chr1	114372217	121099994	4329132	4425879	0.0486434108527	FALSE	0.0318862189662
chr1_start_128000000_end_146068139	chr1	128000000	146068139	3476413	3551354	0.0619888075764	FALSE	0.0307696903972
chr1_start_146068139_end_156909022	chr1	146068139	156909022	7379319	7540931	0.0505459452828	FALSE	0.0312549655748
chr1_start_156909022_end_174977161	chr1	156909022	174977161	11331700	11574816	0.0483612193445	FALSE	0.0306249469059
chr1_start_174977161_end_187624858	chr1	174977161	187624858	7863424	8033771	0.052738565782	FALSE	0.0309196910539
chr1_start_187624858_end_194852113	chr1	187624858	194852113	4495119	4591298	0.0513285024155	FALSE	0.030542764837
chr1_start_194852113_end_209306624	chr1	194852113	209306624	9120473	9317123	0.05321049168	FALSE	0.0307758927359
chr1_start_209306624_end_211113437	chr1	209306624	211113437	1127130	1153022	0.0448669201521	FALSE	0.0327661188096
chr1_start_211113437_end_223761134	chr1	211113437	223761134	7870854	8041927	0.0537417255694	FALSE	0.0310210613402
chr1_start_223761134_end_236408831	chr1	223761134	236408831	7912431	7352912	0.0281804358844	FALSE	-0.105805294852
chr1_start_236408831_end_247249714	chr1	236408831	247249714	6809209	5697911	0.0852466219927	FALSE	-0.257054128268
