#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_51598_end_71155359	chr1	51598	71155359	44768002	44220934	0.951696705555	TRUE	-0.0177384351145
chr1_start_71155496_end_72981640	chr1	71155496	72981640	1134285	1564488	0.999110320285	TRUE	0.46390741599
chr1_start_72981677_end_118821760	chr1	72981677	118821760	28759003	28418213	0.988308181096	TRUE	-0.0171978245688
chr1_start_118821952_end_119247524	chr1	118821952	119247524	259972	358262	0.996376811594	TRUE	0.462658780696
chr1_start_119248025_end_120293407	chr1	119248025	120293407	660270	651805	0.927623642943	TRUE	-0.0186156781673
chr1_start_120293407_end_121100000	chr1	120293407	121100000	641806	632609	0.0367278797997	FALSE	-0.0208231959584
chr1_start_128000000_end_188338626	chr1	128000000	188338626	30489349	30116519	0.0275208598501	FALSE	-0.0177503200631
chr1_start_188338626_end_188870762	chr1	188338626	188870762	332642	719275	1.0	TRUE	1.11257312341
chr1_start_188870762_end_222321150	chr1	188870762	222321150	20933428	20681766	0.0241195929819	FALSE	-0.0174492011444
chr1_start_222321150_end_223560451	chr1	222321150	223560451	773037	1673626	0.995271867612	TRUE	1.11436779646
chr1_start_223560451_end_247249719	chr1	223560451	247249719	14850877	14673693	0.0233057504975	FALSE	-0.0173161232782
