#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_14247058	chr1	0	14247058	9109833	7614350	0.0412723449001	FALSE	-0.2587037209
chr1_start_14247058_end_42741175	chr1	14247058	42741175	17958650	19469627	0.938933051509	TRUE	0.116546342215
chr1_start_42741175_end_78358822	chr1	42741175	78358822	22206121	18529919	0.0349682107175	FALSE	-0.26110082775
chr1_start_78358822_end_113976469	chr1	78358822	113976469	22395652	24274806	0.986556318127	TRUE	0.116241098236
chr1_start_113976469_end_121099998	chr1	113976469	121099998	4577582	3893528	0.0590850157437	FALSE	-0.233507728476
chr1_start_128000000_end_143899962	chr1	128000000	143899962	1725273	1575113	0.0946086956522	FALSE	-0.131369333453
chr1_start_143899962_end_159799924	chr1	143899962	159799924	10967918	14458240	0.815912253417	TRUE	0.398602253689
chr1_start_159799924_end_191599849	chr1	159799924	191599849	19820424	16555956	0.0352535387923	FALSE	-0.259637505593
chr1_start_191599849_end_223399774	chr1	191599849	223399774	19914085	26473204	0.969946426238	TRUE	0.410743618784
chr1_start_223399774_end_247249717	chr1	223399774	247249717	14950613	12487959	0.0350649350649	FALSE	-0.259666932699
