#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_34600000	chr1	0	34600000	21978754	19741903	0.0358593183466	FALSE	-0.154848537049
chr1_start_34600000_end_43250000	chr1	34600000	43250000	5415388	6552842	0.975907645976	TRUE	0.27505603906
chr1_start_43250000_end_60550000	chr1	43250000	60550000	10819703	9709306	0.0271839757617	FALSE	-0.156220814093
chr1_start_60550000_end_77850000	chr1	60550000	77850000	10757340	13013696	0.995817685217	TRUE	0.274709375448
chr1_start_77850000_end_121100000	chr1	77850000	121100000	27287617	24490212	0.0298272124039	FALSE	-0.15604114834
chr1_start_128000000_end_154499937	chr1	128000000	154499937	9342503	8386032	0.0469162794935	FALSE	-0.155820786544
chr1_start_154499937_end_167749905	chr1	154499937	167749905	8342303	12708062	0.948102624134	TRUE	0.607226415509
chr1_start_167749905_end_220749780	chr1	167749905	220749780	33089989	29687474	0.0291974713383	FALSE	-0.156540467227
chr1_start_220749780_end_233999748	chr1	220749780	233999748	8284761	12583070	0.981488974307	TRUE	0.60295196782
chr1_start_233999748_end_247249716	chr1	233999748	247249716	8307076	7460557	0.0299272040981	FALSE	-0.155057408343
