#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_45412500	chr1	0	45412500	28738851	35199323	0.0177912531106	FALSE	0.292545298348
chr1_start_45412500_end_60550000	chr1	45412500	60550000	9468807	11600007	0.0126884182408	FALSE	0.292871102647
chr1_start_60550000_end_75687500	chr1	60550000	75687500	9411146	8240749	0.775997641046	TRUE	-0.191594941728
chr1_start_75687500_end_90825000	chr1	75687500	90825000	9402511	8243333	0.0304520522035	FALSE	-0.18981831352
chr1_start_90825000_end_121100000	chr1	90825000	121100000	19230423	13582775	0.357429344278	TRUE	-0.501612240676
chr1_start_128000000_end_167749906	chr1	128000000	167749906	17701830	21582858	0.0499695021818	FALSE	0.285987406422
chr1_start_167749906_end_175699887	chr1	167749906	175699887	4934212	6047638	0.0106300734441	FALSE	0.293552082364
chr1_start_175699887_end_199549830	chr1	175699887	199549830	14868986	13026785	0.770375239006	TRUE	-0.190825193368
chr1_start_199549830_end_231349755	chr1	199549830	231349755	19915766	17470058	0.0308404342748	FALSE	-0.189026571731
chr1_start_231349755_end_247249717	chr1	231349755	247249717	9957085	7001614	0.361436672968	TRUE	-0.50803591798
