#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_14247058	chr1	0	14247058	9107203	8763848	0.0772862388529	FALSE	-0.0554435797428
chr1_start_14247058_end_42741175	chr1	14247058	42741175	17961174	19199978	0.02089634314	FALSE	0.0962230055165
chr1_start_42741175_end_78358822	chr1	42741175	78358822	22203894	21367618	0.0737833594976	FALSE	-0.0553866213848
chr1_start_78358822_end_99729410	chr1	78358822	99729410	13283867	14192280	0.0175414459655	FALSE	0.0954311944606
chr1_start_99729410_end_121099998	chr1	99729410	121099998	13692598	13180290	0.0714331723027	FALSE	-0.0550140923245
chr1_start_128000000_end_163073446	chr1	128000000	163073446	14774233	14218975	0.0699308561471	FALSE	-0.0552657657763
chr1_start_163073446_end_191132203	chr1	163073446	191132203	17440741	18646374	0.0194855009461	FALSE	0.0964337724497
chr1_start_191132203_end_205161581	chr1	191132203	205161581	8816900	8477103	0.0709913112164	FALSE	-0.05670018048
chr1_start_205161581_end_212176270	chr1	205161581	212176270	4401373	4708380	0.0228159126365	FALSE	0.0972771209464
chr1_start_212176270_end_247249716	chr1	212176270	247249716	21944440	21119162	0.0727939827555	FALSE	-0.0553028642802
