#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_34600000	chr1	0	34600000	21977697	34614906	0.0185633283976	FALSE	0.655353213379
chr1_start_34600000_end_43250000	chr1	34600000	43250000	5409224	8549496	0.0053351117039	FALSE	0.66041773261
chr1_start_43250000_end_51900000	chr1	43250000	51900000	5430279	4766974	0.938890851289	TRUE	-0.187952566859
chr1_start_51900000_end_86500000	chr1	51900000	86500000	21518882	18882765	0.0289153636138	FALSE	-0.188533091774
chr1_start_86500000_end_121100000	chr1	86500000	121100000	21922206	11755117	0.971844458307	TRUE	-0.899104083558
chr1_start_128000000_end_143899962	chr1	128000000	143899962	1723063	2626819	0.258709899966	TRUE	0.608341344033
chr1_start_143899962_end_159799924	chr1	143899962	159799924	10972698	17186222	0.0693448500652	FALSE	0.647334132422
chr1_start_159799924_end_199549830	chr1	159799924	199549830	24803821	21797699	0.975696926376	TRUE	-0.186386533397
chr1_start_199549830_end_215449792	chr1	199549830	215449792	9972218	8777678	0.0384846147253	FALSE	-0.184075074147
chr1_start_215449792_end_247249717	chr1	215449792	247249717	19897566	10558382	0.969879028984	TRUE	-0.914203193236
