#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_5190000	chr1	0	5190000	3174557	2364419	0.049012775842	FALSE	-0.425069563165
chr1_start_5190000_end_19030000	chr1	5190000	19030000	9031018	6701779	0.0478832365995	FALSE	-0.43034450868
chr1_start_19030000_end_25950000	chr1	19030000	25950000	4402148	4562891	0.414406481155	TRUE	0.0517405411899
chr1_start_25950000_end_38060000	chr1	25950000	38060000	7525310	7804104	0.44742593492	TRUE	0.0524819899609
chr1_start_38060000_end_53629999	chr1	38060000	53629999	9765357	10124621	0.431681466628	TRUE	0.052123211933
chr1_start_53629999_end_69199998	chr1	53629999	69199998	9688281	10039405	0.457844376241	TRUE	0.0513611535515
chr1_start_69199998_end_84769997	chr1	69199998	84769997	9679182	10028768	0.445647058824	TRUE	0.0511873528934
chr1_start_84769997_end_100339996	chr1	84769997	100339996	9676138	10035128	0.45527831094	TRUE	0.0525557685396
chr1_start_100339996_end_117639996	chr1	100339996	117639996	11009579	11418514	0.440230076692	TRUE	0.0526156091435
chr1_start_117639996_end_121099996	chr1	117639996	121099996	2297152	2383124	0.310631229236	TRUE	0.0530076991668
chr1_start_128000000_end_144261325	chr1	128000000	144261325	2046404	2123521	0.189689547138	UNCERTAIN	0.0533673866111
chr1_start_144261325_end_158715836	chr1	144261325	158715836	9930926	10292981	0.371412545574	TRUE	0.0516607167332
chr1_start_158715836_end_169556719	chr1	158715836	169556719	6841331	7087888	0.431150698122	TRUE	0.0510787744206
chr1_start_169556719_end_174977160	chr1	169556719	174977160	3361174	3481413	0.429070783571	TRUE	0.0507077416396
chr1_start_174977160_end_189431671	chr1	174977160	189431671	8987407	9315182	0.460614415124	TRUE	0.0516790199222
chr1_start_189431671_end_207499810	chr1	189431671	207499810	11363890	11782938	0.425192012289	TRUE	0.0522425390454
chr1_start_207499810_end_221954321	chr1	207499810	221954321	8975911	9301621	0.459783449343	TRUE	0.0514237865263
chr1_start_221954321_end_238215646	chr1	221954321	238215646	10186372	10549529	0.449256933959	TRUE	0.0505382793841
chr1_start_238215646_end_245442901	chr1	238215646	245442901	4539575	3368831	0.0494374360723	FALSE	-0.430309180775
chr1_start_245442901_end_247249714	chr1	245442901	247249714	1148303	514422	0.7603926097	TRUE	-1.15847912474
