#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_37261538	chr1	0	37261538	23641513	18770638	0.0436521501333	FALSE	-0.332844680353
chr1_start_37261538_end_55892307	chr1	37261538	55892307	11680866	13420601	0.960278364219	TRUE	0.200302042412
chr1_start_55892307_end_74523076	chr1	55892307	74523076	11582822	9200456	0.0390423284563	FALSE	-0.332209517542
chr1_start_74523076_end_102469229	chr1	74523076	102469229	17366649	19983874	0.995050536626	TRUE	0.202516881609
chr1_start_102469229_end_121099998	chr1	102469229	121099998	11984308	9527281	0.0376079833184	FALSE	-0.331010161197
chr1_start_128000000_end_147874953	chr1	128000000	147874953	5052689	4081929	0.0907473309609	FALSE	-0.307800294082
chr1_start_147874953_end_174374890	chr1	147874953	174374890	16744859	25147635	0.951577099788	TRUE	0.586704500801
chr1_start_174374890_end_207499811	chr1	174374890	207499811	20717658	16443264	0.0389997022923	FALSE	-0.333364221233
chr1_start_207499811_end_227374764	chr1	207499811	227374764	12418007	18659115	0.993674889311	TRUE	0.587446910875
chr1_start_227374764_end_247249717	chr1	227374764	247249717	12439199	9874369	0.040397800976	FALSE	-0.333133124732
