#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_18630769	chr1	0	18630769	11948344	8736903	0.0496098458415	FALSE	-0.451616801024
chr1_start_18630769_end_22356922	chr1	18630769	22356922	2356913	1721788	0.0550547327753	FALSE	-0.452990988038
chr1_start_22356922_end_24219998	chr1	22356922	24219998	1164603	1231948	0.529282576867	TRUE	0.0811031215241
chr1_start_24219998_end_27946151	chr1	24219998	27946151	2378044	2518406	0.4683677036	TRUE	0.0827354741828
chr1_start_27946151_end_40987689	chr1	27946151	40987689	8129661	8598689	0.533621358148	TRUE	0.0809215215445
chr1_start_40987689_end_59618458	chr1	40987689	59618458	11650477	12327897	0.515245318062	TRUE	0.0815376895761
chr1_start_59618458_end_74523073	chr1	59618458	74523073	9271592	9805901	0.531097621654	TRUE	0.0808331149167
chr1_start_74523073_end_89427688	chr1	74523073	89427688	9263111	9802840	0.533217458478	TRUE	0.0817029742623
chr1_start_89427688_end_104332303	chr1	89427688	104332303	9403543	9951933	0.531977332524	TRUE	0.0817723451724
chr1_start_104332303_end_121099995	chr1	104332303	121099995	10690089	11316883	0.486528036249	TRUE	0.0822027883245
chr1_start_128000000_end_148297824	chr1	128000000	148297824	5441932	5751111	0.249152292496	UNCERTAIN	0.0797217534881
chr1_start_148297824_end_163521192	chr1	148297824	163521192	9613764	10174873	0.505240717712	TRUE	0.0818374937294
chr1_start_163521192_end_176207332	chr1	163521192	176207332	7885159	8342677	0.541470689457	TRUE	0.081370543775
chr1_start_176207332_end_178744560	chr1	176207332	178744560	1580234	1672052	0.52298206278	TRUE	0.0814815076835
chr1_start_178744560_end_188893472	chr1	178744560	188893472	6312496	6672834	0.535304684261	TRUE	0.0800890458241
chr1_start_188893472_end_193967928	chr1	188893472	193967928	3153007	3342870	0.526116136563	TRUE	0.0843588784986
chr1_start_193967928_end_216802980	chr1	193967928	216802980	14334311	15160529	0.519167316576	TRUE	0.0808475337339
chr1_start_216802980_end_232026348	chr1	216802980	232026348	9524224	10065626	0.539551569507	TRUE	0.0797634421064
chr1_start_232026348_end_242175260	chr1	232026348	242175260	6329421	4626907	0.0503659595584	FALSE	-0.452025430182
chr1_start_242175260_end_247249716	chr1	242175260	247249716	3200801	1294369	0.90026563632	TRUE	-1.30618402362
