#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_1922222	chr1	0	1922222	1157983	973761	0.0551301684533	FALSE	-0.249974448062
chr1_start_1922222_end_17299999	chr1	1922222	17299999	9961101	8337420	0.0381103312958	FALSE	-0.256704198838
chr1_start_17299999_end_34599999	chr1	17299999	34599999	10853687	11350009	0.206643196081	UNCERTAIN	0.0645082317324
chr1_start_34599999_end_46133332	chr1	34599999	46133332	7212880	7542312	0.205510616785	UNCERTAIN	0.0644314091084
chr1_start_46133332_end_59588887	chr1	46133332	59588887	8416375	8806790	0.202056995929	UNCERTAIN	0.065417278111
chr1_start_59588887_end_71122220	chr1	59588887	71122220	7172164	7496131	0.212171684817	UNCERTAIN	0.0637376877875
chr1_start_71122220_end_76888886	chr1	71122220	76888886	3583470	3746756	0.217941952507	UNCERTAIN	0.064284751444
chr1_start_76888886_end_92266663	chr1	76888886	92266663	9563747	9985810	0.208329477094	UNCERTAIN	0.0623034913679
chr1_start_92266663_end_109566663	chr1	92266663	109566663	11002687	11498833	0.208354646206	UNCERTAIN	0.0636315597901
chr1_start_109566663_end_121099996	chr1	109566663	121099996	7331913	7667602	0.192808936467	UNCERTAIN	0.0645857863408
chr1_start_128000000_end_150083281	chr1	128000000	150083281	6557360	6858099	0.141809908999	FALSE	0.0646936292297
chr1_start_150083281_end_169958234	chr1	150083281	169958234	12508827	13081283	0.20408984244	UNCERTAIN	0.0645575370774
chr1_start_169958234_end_176583218	chr1	169958234	176583218	4109812	4299778	0.204529370134	UNCERTAIN	0.0651897740589
chr1_start_176583218_end_178791546	chr1	176583218	178791546	1376170	1439270	0.201516108654	UNCERTAIN	0.0646785610178
chr1_start_178791546_end_185416530	chr1	178791546	185416530	4123148	4307355	0.208122941822	UNCERTAIN	0.0630559837644
chr1_start_185416530_end_203083155	chr1	185416530	203083155	11040106	11545700	0.2060082435	UNCERTAIN	0.064601620378
chr1_start_203083155_end_211916467	chr1	203083155	211916467	5564759	5818708	0.192664809656	UNCERTAIN	0.0643796408801
chr1_start_211916467_end_222958107	chr1	211916467	222958107	6875723	7181778	0.210533011067	UNCERTAIN	0.0628296331256
chr1_start_222958107_end_236208075	chr1	222958107	236208075	8289977	6940006	0.033066718689	FALSE	-0.256431188974
chr1_start_236208075_end_247249715	chr1	236208075	247249715	6930764	4364371	0.561071623838	TRUE	-0.667240648596
