#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_18527926	chr1	0	18527926	11887122	11712633	0.027615438957	FALSE	-0.0213340352292
chr1_start_18527926_end_22969419	chr1	18527926	22969419	2803130	3447257	0.189093868692	UNCERTAIN	0.298410205157
chr1_start_22969419_end_115061291	chr1	22969419	115061291	57654767	56786175	0.0224087430317	FALSE	-0.0219001593701
chr1_start_115061291_end_115644610	chr1	115061291	115644610	362216	445265	1.0	TRUE	0.297813938176
chr1_start_115644610_end_121100000	chr1	115644610	121100000	3539291	3487062	0.0289418846955	FALSE	-0.0214483693437
chr1_start_128000000_end_163299463	chr1	128000000	163299463	14908431	14690047	0.0325166788137	FALSE	-0.0212894211055
chr1_start_163299463_end_164096896	chr1	163299463	164096896	497821	612861	0.204111600587	UNCERTAIN	0.29993281041
chr1_start_164096896_end_206698479	chr1	164096896	206698479	26616796	26215699	0.0229727470323	FALSE	-0.0219059035731
chr1_start_206698479_end_215689277	chr1	206698479	215689277	5605864	6893562	0.192593716801	UNCERTAIN	0.298312891752
chr1_start_215689277_end_247249719	chr1	215689277	247249719	19743173	19439451	0.0244996127349	FALSE	-0.0223663938124
