#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_45412500	chr1	0	45412500	28746506	26798123	0.325949638437	TRUE	-0.101254659387
chr1_start_45412500_end_60550000	chr1	45412500	60550000	9468646	11024165	0.013845125561	FALSE	0.219439343646
chr1_start_60550000_end_75687500	chr1	60550000	75687500	9410213	8766146	0.354318315955	TRUE	-0.102284671577
chr1_start_75687500_end_90825000	chr1	75687500	90825000	9401642	10953070	0.015812896506	FALSE	0.220350643667
chr1_start_90825000_end_121100000	chr1	90825000	121100000	19225528	17945248	0.327167683921	TRUE	-0.0994213590951
chr1_start_128000000_end_167749906	chr1	128000000	167749906	17690063	16506767	0.275960035987	TRUE	-0.0998816029253
chr1_start_167749906_end_175699887	chr1	167749906	175699887	4936963	5747494	0.0124449550067	FALSE	0.219309222005
chr1_start_175699887_end_199549830	chr1	175699887	199549830	14869835	13864370	0.339924950861	TRUE	-0.101006577428
chr1_start_199549830_end_231349755	chr1	199549830	231349755	19920940	23172418	0.0156646727202	FALSE	0.218122869899
chr1_start_231349755_end_247249717	chr1	231349755	247249717	9957450	9288106	0.337806079903	TRUE	-0.100391893333
