#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_0_end_9315384	chr1	0	9315384	5727677	4966478	0.558133472367	TRUE	-0.205727016452
chr1_start_9315384_end_27946153	chr1	9315384	27946153	12122002	13980314	0.0225431259801	FALSE	0.205768778541
chr1_start_27946153_end_65207691	chr1	27946153	65207691	23259368	20140123	0.587377322627	TRUE	-0.207739402438
chr1_start_65207691_end_102469229	chr1	65207691	102469229	23164977	26717259	0.0146606762828	FALSE	0.205826755243
chr1_start_102469229_end_121099998	chr1	102469229	121099998	11985706	10396096	0.552160402486	TRUE	-0.205273030103
chr1_start_128000000_end_163073446	chr1	128000000	163073446	14778611	12816546	0.45184722774	TRUE	-0.205503166333
chr1_start_163073446_end_191132203	chr1	163073446	191132203	17441604	20122909	0.0147066359211	FALSE	0.206306156279
chr1_start_191132203_end_198146892	chr1	191132203	198146892	4401292	3813128	0.566166166166	TRUE	-0.20695212868
chr1_start_198146892_end_226205649	chr1	198146892	226205649	17557102	20213152	0.0179808400884	FALSE	0.203239579099
chr1_start_226205649_end_247249717	chr1	226205649	247249717	13192694	11432701	0.584257206208	TRUE	-0.206572915073
