#seg_name	chrom	start	end	normal_reads_num	tumor_reads_num	LOH_frec	LOH_status	log2_ratio
chr1_start_51598_end_71155359	chr1	51598	71155359	44774525	44284810	0.951220897217	TRUE	-0.015866198031
chr1_start_71155496_end_72981640	chr1	71155496	72981640	1133575	1511841	0.999115826702	TRUE	0.415426573254
chr1_start_72981677_end_118821760	chr1	72981677	118821760	28757647	28453944	0.988365050524	TRUE	-0.0153169985315
chr1_start_118821952_end_119247524	chr1	118821952	119247524	259637	347102	0.992619926199	TRUE	0.418863686362
chr1_start_119248025_end_120293407	chr1	119248025	120293407	661300	653190	0.924641148325	TRUE	-0.0178021974183
chr1_start_120293407_end_121100000	chr1	120293407	121100000	641696	635364	0.0485596707819	FALSE	-0.0143066415997
chr1_start_128000000_end_188338626	chr1	128000000	188338626	30486816	30159083	0.0290179203352	FALSE	-0.0155929216779
chr1_start_188338626_end_188870762	chr1	188338626	188870762	331075	672759	1.0	TRUE	1.02293171135
chr1_start_188870762_end_222321150	chr1	188870762	222321150	20938081	20723331	0.0224789390274	FALSE	-0.0148733078984
chr1_start_222321150_end_223560451	chr1	222321150	223560451	773246	1561585	0.990498812352	TRUE	1.0140117297
chr1_start_223560451_end_247249719	chr1	223560451	247249719	14848535	14689596	0.0228415758592	FALSE	-0.0155258787449
